,tweet_text,label
379,"RT @lorengrush: See this is why I don’t check my emails over the holidays: Elon musk emails employees on Black Friday, urging them to work…",Negative
380,It's the final countdown 🕚 in our Black Friday sale! There's only 1 hour to go. Your last chance to save 40% on Cof… https://t.co/V1tnbtlkvK,Positive
381,It's the final countdown 🕚 in our Black Friday sale! There's only 1 hour to go. Your last chance to save 40% on Cof… https://t.co/JSEjzuChqB,Positive
382,It's the final countdown 🕚 in our Black Friday sale! There's only 1 hour to go. Your last chance to save 40% on Cof… https://t.co/wZebILgqJE,Positive
383,It's the final countdown 🕚 in our Black Friday sale! There's only 1 hour to go. Your last chance to save 40% on Cof… https://t.co/u5EcwaqTdu,Positive
384,It's the final countdown 🕚 in our Black Friday sale! There's only 1 hour to go. Your last chance to save 40% on Cof… https://t.co/w12u6MxYPh,Positive
385,"Where’s your peace ☮️✌️? Join @meatwagon22 as he finds his peace in the rugged mountains!
 
 Black Friday Mountain Ge… https://t.co/Hiw1mvJ06Y",Positive
386,"“The holiday season is stretching out and flattening out.”
 https://t.co/SLqt3X6Rfa",
387,@YoungboyB3tt3r @Xbox @Battlefield @Halo Not on black friday it didnt,
388,"RT @HideawayMelon: Today's the last chance to get lucky bags!
 https://t.co/zA76ywfm0k https://t.co/oyaorv8GTl",Positive
389,"RT @rmjksuga: he pushed him on the bed, which he’d gotten in the ikea black friday sale at 50% off it’s already affordable price.
 “n-not so…",Positive
390,"Shop our extended Black Friday sale! 15% off everything until 12/6/21!
 
 Shop: https://t.co/Q4mD3DFiwH
 Coupon Code:… https://t.co/8r44pqG3j9",Positive
391,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",Negative
392,"RT @MLS_Buzz: If the USMNT manages to qualify for the World Cup, the group stages will be opening up on Thanksgiving week.
 
 Imagine a USMNT…",
393,"1961 Retro Basketball Art Sale - Row One Brand | Shop 6,200 Historic Sports Prints | Metal | Canvas | Wood | NYC |… https://t.co/U0cMHdiAq5",
394,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",Negative
395,RT @NerdInTexas: I’m baaaaaack!! New episode coming out this week. Due to having court dates and hearing (I will explain in my podcast) and…,
396,RT @EvaAlton: So... did you buy anything for Black Friday? Any interesting author deals still available? Seems like I missed it a bit 😂,Positive
397,RT @shotofbrandaayy: Black Friday weekend won tbh i been in the bed all day😂,Positive
398,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
399,"Shop our extended Black Friday sale! 15% off everything until 12/6/21!
 
 Shop: https://t.co/wsHM2hQiRa
 Coupon Code:… https://t.co/4h9MPNteAK",Positive
400,RT @maxreestore: After the so called Black Friday bargains and Cyber Monday madness let’s take a moment to consider what really matters thi…,negative
401,"RT @LeftistMoniker: @AvalonSparks I just wanted everyone to know that their Black Friday consumerism strikes were effective, we get so litt…",negative
402,"RT @duty2warn: Black Friday and Cyber Monday are all well and good. But I dream about Indictment Tuesday, Criminal Referral Wednesday, Supe…",Positive
403,"RT @ForexLive: How it happened - behind the scenes 
 
 1. Black Friday sale - Powell buys a dictionary. 
 2. Looks up 'transitory'
 3. ""Oh ...""…",Positive
404,"RT @TheLastRefuge2: The Biden Economy &amp;#8211; Black Friday Sales Drop 28 Percent from Pre-Pandemic Levels, Cyber Monday Sales Drop First Ti…",negative
405,"RT @leadlagreport: For the first time ever, Black Friday online spending fell. According to Adobe Analytics, spending was $8.9 billion this…",negative
406,"RT @laurenboebert: On Black Friday, there were 187,585 background checks conducted for firearm purchases in America.
 
 Brandon is giving Oba…",Positive
407,Black Friday weekend won tbh i been in the bed all day😂 https://t.co/2yZ7Fn2zFg,Positive
408,"RT @EROTHCJ5: Bidenomics 
 
 The Biden Economy - Black Friday Sales Drop 28 Percent from Pre-Pandemic Levels, Cyber Monday Sales Drop First T…",negative
409,"RT @BetaKit: “We call Black Friday / Cyber Monday the Super Bowl of commerce, and this year’s was the biggest yet,” said @Shopify President…",Positive
410,@DonutInterns I don't have much money so give me a moment and I'm going to have a list. This year it includes kitch… https://t.co/DnUHtjCSI4,Positive
411,"I’ll tweet my profile photo for the first and probably last time, it’s just for the black Friday fit you know https://t.co/SnY7TTJRio",Positive
412,"🎁 Get a chance to Win a FREE Apple MacBook Pro ($1299) with the @seedprod Black Friday Giveaway! 
 To Enter Visit:… https://t.co/YOIUpecroI",Positive
413,"@ilchymis @saintwalker98 Exactly. I didn't look hard (I avoid shopping on Black Friday anyway), but the best thing… https://t.co/j0se1Uwgik",Positive
414,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
415,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
416,@http_silky i scrolled through so many items across like 20 different websites only to buy nothing for black friday &lt;3,negative
417,The Consumerist Canon: A Black Friday Reading List ‹ Literary Hub https://t.co/PTjSZgcW1G,Positive
418,"@LeftistMoniker I'm confused. Are we talking about Black Friday, the day after Thanksgiving, or the ongoing ""Fuck i… https://t.co/lK98r21cOl",Positive
419,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
420,"RT @AllieRX: BLACK FRIDAY HAUL.
 
 4 games, $20 each. https://t.co/MBLJO1XGMT",Positive
421,"RT @zerohedge: Black Friday Disappoints, Cyber Monday Sales Fall For The First Time Ever https://t.co/kDgwevAC7u",negative
422,⭐⭐⭐⭐⭐ 4 &amp; 5 Star Reviews: Black Friday Cover Reveal &amp; Sale: Just When You Thought It Was Safe To Go In The Water!… https://t.co/9d0J20x2j7,Positive
423,"RT @SetonHallTech: Fake survey scams have been cropping up as shoppers pounce on Black Friday and Cyber Monday deals, the Better Business B…",Positive
424,"RT @sayitnspinit: Thanksgiving may be over, but Black Lives Matter Friday sales are still going on 😉 https://t.co/z4ZjbOv7jd",Positive
425,RT @H0ser91: Had a great Black Friday Week! Shout out to my team on killing sales and credit! Not to mention my FES &amp; HC between the two 75…,positive
426,"RT @BGCFlag: After taking advantages of Black Friday and Cyber Monday deals, please consider participating in #GivingTuesday by taking a po…",positive
427,RT @JIVAROrecruit: Business Insider reports: Klarna says Black Friday sales volume grew 298% on last year... Australian Black Friday sales…,positive
428,RT @kudosreward: We heard some people were sad that they didn't win the last giveaway - we are here to fix you up with another RTX 3070 thi…,positive
429,"RT @laurenboebert: On Black Friday, there were 187,585 background checks conducted for firearm purchases in America.
 
 Brandon is giving Oba…",positive
430,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
431,@jenbren1976 I've got the bra and thong but treated myself to the rest while it was in the Black Friday sale 🥰,positive
432,"RT @womanizerglobal: Our biggest Cyber Week ever is here! Cyber Monday has been extended to Cyber Week, and our best sellers have some incr…",
433,"RT @laurenboebert: On Black Friday, there were 187,585 background checks conducted for firearm purchases in America.
 
 Brandon is giving Oba…",negative
434,"RT @MININUKETOKEN: @MININUKETOKEN
  
 *Black Friday Sale*
 
 In honor of epic MiniNuke game launch &amp; to show holders sum luv, game tickets DECR…",positive
435,"RT @cryptoWZRD_: 🚨 GIVEAWAY: WIN 5,000 $XRP 🚨 
 
 FOR A CHANCE TO WIN: 
 
 1️⃣ FOLLOW @cryptoWZRD_ 
 2️⃣ LIKE THIS TWEET 
 3️⃣ RETWEET THIS TWEET…",
436,Black Friday Sale Graphic https://t.co/58GxLJq6Q9,positive
437,RT @pmnycd: These Black Friday sales can’t be the same ones my aunts n’m were leaving the crib at midnight for when I was a kid. They can’t,positive
438,"RT @thehill: Oakland Mayor Libby Schaaf: ""Let me be clear, Oakland needs more police. We have been interrupted by staffing reductions. [...…",
439,"Shipped out all my Black Friday/Cyber Monday orders today and just… wow. Thanks for the support, you beautiful peop… https://t.co/YE7EOTKv38",positive
440,"RT @LyonsCoffee: 🖤 BLACK FRIDAY GIVEAWAY 🖤
 
 One lucky winner is going to walk away with prizes worth £350, including an Amazon Echo, a £200…",positive
441,"""..with so many people experiencing financial hardship or in need of more tech, we all need to consider donating or… https://t.co/Xr0TntmPhI",
442,RT @jungwonbear: jungwon cutely flexing the crocs with fur that he bought during black friday 😭 https://t.co/f1aPUAuyeD,positive
443,"RT @Shibelon_MOON: #SHIBELON is celebrating BLACK FRIDAY with the community by starting a $5,000 #Giveaway !!
 
 Also, our buy taxes have bee…",positive
444,"RT @CableNewsWatch: 🎉 Congrats @TheFive! 
 
 The most watched show on cable news - Black Friday!
 2.3M tuned in for this lineup of guest hosts…",
445,RT @JacobnCompany: The fact that cooperate America has ahold of people like this is sickening. You’re not “saving” money on Black Friday. Y…,negative
446,"RT @jeremyjojola: Somehow numerous corporations have managed to bend the laws of time and space and stretch out Black Friday through today,…",positive
447,"RT @Cryptic_Maestro: BLACK FRIDAY SALE 😂with #SHIBELON
 Buy tax has been reduced to 6%! 🔥
 #DYOR #NFA 
 
 Join their TG for a chance to win $5,…",
448,"RT @WhaleCoinTalk: 💸BLACK FRIDAY SALE with #SHIBELON
 💸Buy tax has been reduced to 6%! 
 
 🎊Join their TG for a chance to win $5,000🎊
 
 https:/…",
449,"RT @TheLastRefuge2: The Biden Economy &amp;#8211; Black Friday Sales Drop 28 Percent from Pre-Pandemic Levels, Cyber Monday Sales Drop First Ti…",negative
450,"RT @DaCryptoGeneral: BLACK FRIDAY SALE with #SHIBELON
 Buy tax has been reduced to 6%! 
 
 Join their TG for a chance to win $5,000 
 https://t…",positive
451,"RT @Bsc100x_gems: BLACK FRIDAY SALE with #SHIBELON
 Buy tax has been reduced to 6%! 
 
 Join their TG for a chance to win $5,000 
 
 https://t.c…",positive
452,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
453,"RT @LyonsCoffee: 🖤 BLACK FRIDAY GIVEAWAY 🖤
 
 One lucky winner is going to walk away with prizes worth £350, including an Amazon Echo, a £200…",positive
454,"RT @laurenboebert: On Black Friday, there were 187,585 background checks conducted for firearm purchases in America.
 
 Brandon is giving Oba…",negative
455,someone missing all the black friday sales https://t.co/6utNJBSPvv,negative
456,RT @mountain_goats: black friday...cyber monday...but on dragon tuesday we carry our tribute to the cave in the misty hill. fuck yes dragon…,negative
457,"@DeathMetalV @sharsyn Christmas died the moment the first person was trampled on black friday. It is now Shopmas, '… https://t.co/gquBZGHQGX",negative
458,"RT @TheVenusianLuxe: Just because black friday and cyber monday are over, doesn’t mean the sales are! 
 
 I always have discounts on my websi…",positive
459,"RT @MLS_Buzz: If the USMNT manages to qualify for the World Cup, the group stages will be opening up on Thanksgiving week.
 
 Imagine a USMNT…",positive
460,@ItzSubz_ Hello ! You can contact me if you like my style 💗 ( I do Black Friday discounts till December 5th) https://t.co/LRcvpF52pl,positive
461,The Best Wireless Headphones For Working Out Are On Sale For Under $150 Black Friday is officially here &amp; these Bea… https://t.co/yrbw6WxJAc,positive
462,"@CryptoFinally I baught my first ever name-brand hoody on black friday.
 
 Why, coz I've never done it and wanted to… https://t.co/6uRm5HA0rl",positive
463,"RT @_mixedflavors: Even tho Black Friday is over, we still offer affordable self care products! 
 
 All holiday scents are also still availab…",positive
464,"As we barrel our way past Black Friday and on into the holidays, some of you may want to know where you can give ba… https://t.co/ysNQf7VOjR",positive
465,"RT @PrimoStats: 🚨Black Friday &amp; Cyber Monday Deal🚨
 
 $5 for your first month. Yep, only $5. 😀
 
 Use promo code: BFCM21 
 
 👉 https://t.co/aUeX…",positive
466,"RT @1990_football: RT @90sfootball: 🚨BLACK FRIDAY GIVEAWAY🚨
 
 We are giving you the chance to win an original iconic Germany 1988/90 home sh…",positive
467,RT @cjcheesecake: Bloody hell even number 10 are doing a black Friday sale ..... https://t.co/Y4yT1f5rlz,negative
468,"RT @MLS_Buzz: If the USMNT manages to qualify for the World Cup, the group stages will be opening up on Thanksgiving week.
 
 Imagine a USMNT…",positive
469,RT @sayitnspinit: Biden was found wondering around Target on Black Friday because he heard boys pants were half off,negative
470,"RT @FiveTimesNo: FUCKING BLACK FRIDAY OFFER!
 
 Place a bid (and win the auction) on Blissful Caustic Portals to Luxurious Self-Annihilation…",positive
471,"RT @scottmhughes: $100 BLACK FRIDAY GIVEAWAY CONTEST
 
 Describe https://t.co/S2tMJr0n9o in a single tweet as a reply to this tweet.
 
 I'll pi…",positive
472,"RT @birdschoolgrad: Black Friday and cyber Monday flopped because we’re broke. No stimulus payments, minimum wage $7.25, everywhere is hiri…",negative
473,@leadlagreport Looks like people are starting to realize Black Friday is a scam. Few.,negative
474,"RT @visegrad24: Under communism, we had Black Friday every single day. https://t.co/32LnPZujdA",negative
475,RT @DiecastFans: Now that Black Friday/Cyber Monday has come and gone what all did you pick up from @diecast_b’s annual sale?,positive
476,RT @SFGate: A fretful Elon Musk sent an email to the SpaceX staff on Black Friday over a “production crisis” that he says has put the compa…,negative
477,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
478,RT @ShopifyEng: 2021 was our biggest Black Friday Cyber Monday ever! Together with our friends at @GoogleCloud we achieved near-perfect upt…,positive
479,"Huge thanks to Black Friday, Cyber Monday, and FatKidDeals for my family's Christmas gifts this year. 😔🤟",positive
480,"RT @TheLastRefuge2: The Biden Economy &amp;#8211; Black Friday Sales Drop 28 Percent from Pre-Pandemic Levels, Cyber Monday Sales Drop First Ti…",negative
481,"“Just One Thing!” With your new clothing on order from the black Friday sales, why not give old unwanted clothes to… https://t.co/W0p6d1f6M1",positive
482,"RT @StandForBetter: #TheUnknownResister presents: #TheRepublicanWarOnChildren
 
 Forget about Black Friday and Omicron from South Africa, ha…",negative
483,"RT @TonyArm1956: Wow they are the future of our country. It's kind of scary. I think we are doomed !
 
 https://t.co/afMKRstoLq",negative
484,"RT @KeychronMK: Black Friday Giveaway: One Q1 Barebone Version Keyboard!!🔥🔥
 
 To enter:👇👇
 
 1. Follow @KeychronMK
 2. Retweet this tweet
 3. T…",positive
485,"RT @laurenboebert: On Black Friday, there were 187,585 background checks conducted for firearm purchases in America.
 
 Brandon is giving Oba…",positive
486,So obsessed with this jacket. A good Black Friday purchase @The7Line https://t.co/Cy56aLhyPE,positive
487,There are plenty of benefits to spreading out sales throughout the year v. relying on just a few key days like Bla… https://t.co/v4ME0gvmul,positive
488,@JoeBiden It is not a black Friday sale ffs,negative
489,"RT @boss_charts: Talking to a 50m/year amazon seller about his black Friday. Did ~237k in sales in a single day. 
 
 Mixture of RA/OA/Wholesa…",positive
490,@kirakabuki Hello ! You can contact me if you like my style 💗 ( I do Black Friday discounts till December 5th) https://t.co/LRcvpFmDgT,positive
491,"RT @treasuresbyaria: My face because only one person shopped my Black Friday week sale🥲
 ——
 So how about this…🤔⬇️
 ——
 Dm me your carts before…",negative
492,second december in a row where i'm not working retail and/or sharing studio space with obnoxious piece of shit goon… https://t.co/ZL5SudoZwM,negative
493,RT @ShopifyEng: 2021 was our biggest Black Friday Cyber Monday ever! Together with our friends at @GoogleCloud we achieved near-perfect upt…,positive
494,Cyber Monday #cybermonday Deals are here!! Check out my blog here: https://t.co/OO3YW5QSfQ for all the details!!… https://t.co/9C5wE7sfMK,positive
495,"RT @Werner: Another record - It was Amazon’s biggest kickoff to the holiday shopping season ever—Home, Toys, and Apparel were among the top…",positive
496,"RT @quizclothing: BE ONE OF 10 WINNERS ✨To celebrate BLACK FRIDAY week, we are giving 10 of you the chance to #WIN £100 to spend on QUIZ on…",positive
497,@LiveSnowyy Black Friday sale and it’s $666!,positive
498,"RT @laurenboebert: On Black Friday, there were 187,585 background checks conducted for firearm purchases in America.
 
 Brandon is giving Oba…",positive
499,"RT @DalandanChua: @see_leyb 🔥🥜 Thanks for the space 🔥 Bag of beans below 1 $XTZ. 
 4 Artworks sold out &amp; some in secondary!😎🤙
 
 WTF 3/10 Ed.…",positive
500,"RT @TheLastRefuge2: The Biden Economy &amp;#8211; Black Friday Sales Drop 28 Percent from Pre-Pandemic Levels, Cyber Monday Sales Drop First Ti…",negative
501,"RT @TheLastRefuge2: The Biden Economy &amp;#8211; Black Friday Sales Drop 28 Percent from Pre-Pandemic Levels, Cyber Monday Sales Drop First Ti…",negative
502,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
503,"RT @GaymingLIVE: Your fairy godmother is here to spread Black Friday magic ✨
 
 Come get your chance to win 2 #GaymingLIVE22 day tickets of y…",positive
504,"RT @HideawayMelon: Today's the last chance to get lucky bags!
 https://t.co/zA76ywfm0k https://t.co/oyaorv8GTl",positive
505,"Black Friday and cyber Monday flopped because we’re broke. No stimulus payments, minimum wage $7.25, everywhere is… https://t.co/wQz1TJpAKR",negative
506,"RT @GameSpot: The Black Friday and Cyber Monday dust is settling, but PS5, Xbox Series X, and Nintendo Switch game deals aren’t gone yet! h…",positive
507,"RT @Social_Mime: Black Friday? 
 
 Ah yes, I remember it well, we lost a lot of good men and women that day when we stormed the doors of Targ…",negative
508,"Thread, the numbers from Black Friday are in and consumer spending is down so much it narrowed the trade deficit ,… https://t.co/4PTlWgjEZj",negative
509,"RT @laurenboebert: On Black Friday, there were 187,585 background checks conducted for firearm purchases in America.
 
 Brandon is giving Oba…",positive
510,"Glazd Jewelry - (Water Resistant, 
 Tarnish Resistant, Hypoallergenic)
 
 https://t.co/biUZMELbaW
 
 Shop Now Pay Later… https://t.co/ZLiEfW7jpS",positive
511,"HI freelance writers!!!! i'm extending my black friday sale through saturday, meaning you can nab a yearlong subscr… https://t.co/R1UnuSmCGh",positive
512,"RT @PresslingStore: 🔥 BLACK FRIDAY SALE 🔥
 Use code 'BFSALE10' for Extra 10% Off
 
 The Toy of the year - Great gift for this Christmas !!
 Tos…",positive
513,"This is the first I’ve heard of “giving Tuesday,” but I must say, it seems like a mistake to have it right *after*… https://t.co/HiBVczQzwT",negative
514,"RT @maziibe_: I can finally say I’ve tasted the real Black Friday.
 Picked stuff I wanted and left them in my cart days before Black Friday…",positive
515,"RT @duty2warn: Black Friday and Cyber Monday are all well and good. But I dream about Indictment Tuesday, Criminal Referral Wednesday, Supe…",positive
516,"@AnimeSnapshotz I got it for like $20-25, it was a black friday sale I think. But hoooo boy it's so nice.
 
 For your… https://t.co/ro3NQsxtmL",positive
517,"RT @thefuturishere: Today's the final day to snag The Beyond Type Bundle. We're talking video lessons, workshops, fonts, and a critique wit…",positive
518,"Black Friday Cyber Week Sale Specials - Limited Stock - Limited Time 😎
 ============================================… https://t.co/bO9XFk68sI",positive
519,"Early Black Friday Special!!
  
 Blink indoor Security Camera, $19.99!
 https://t.co/BkpKiol4IV
 
 3 pack for $49.9… https://t.co/N9wxygb5S7",positive
520,"RT @laurenboebert: On Black Friday, there were 187,585 background checks conducted for firearm purchases in America.
 
 Brandon is giving Oba…",positive
521,"RT @Lebese_Lebogang: BLACK FRIDAY SPECIAL UNTIL 3 DEC 2021!
 
 Get yours now
 
 Golf shirt R299
 Shirt R399
 Cap R150
 Watch R799
 
 Prices exclude…",positive
522,"They finally made a movie about Black Friday, it's a horror/comedy, and it's showing right now at the Blue, just in… https://t.co/e2oCLrF64i",positive
523,"RT @EdnsMbewe: 🚨New Tag Alert🚨
 🚨New Tag Alert🚨
 📢 Tomorrow 
 
 SHOP AT PAYPORTE
 PAYPORTE DOUBLE BLACK FRIDAY
 
 NINJAS BIG PROJECT 2
 
 #NengiRebe…",positive
524,"I survived my first Black Friday / Cyber Monday with @CNET. 
 
 @russellholly and I crushed it, so naturally I’m rewa… https://t.co/flyOrwtftH",positive
525,I almost feel bad for not using my pokeball plus I got from Black Friday two years ago. I was only in it for Mew. https://t.co/Ne8P7LbSyq,negative
526,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
527,RT @Social_Mime: I'm going to watch YouTube videos of Black Friday fights and provide commentary.,negative
528,Why haven’t the petrol stations participated in Black Friday or cyber Monday??????? 💔,negative
529,RT @Wakeheart: what did you guys get from black friday/cyber monday 🥺🥺🥺 i wanna see your hauls,positive
530,"RT @TorontoDefiant: ICYMI - Our Black Friday sale has been extended to Dec 3rd! Save up to 50% off 😱
 
 🛒 https://t.co/wWKyi9cOBw https://t.c…",positive
531,"RT @TheLastRefuge2: The Biden Economy &amp;#8211; Black Friday Sales Drop 28 Percent from Pre-Pandemic Levels, Cyber Monday Sales Drop First Ti…",negative
532,@OculusImperia Everyday is a Black Friday on Nostramo,positive
533,"#Crudeoil extends it Black Friday losses o/n closing down 4.55%
 
 Technically strong evidence in place that it toppe… https://t.co/c64iJKIfMi",negative
534,"RT @laurenboebert: On Black Friday, there were 187,585 background checks conducted for firearm purchases in America.
 
 Brandon is giving Oba…",negative
535,@jsullivanmusic you know you're dead ass wrong for dropping these tickets right after Black Friday/Cyber Monday. No… https://t.co/I11QUE8vgn,negative
536,"RT @AuroraPeachy: To celebrate the final day of GW2 Black Friday sales, I'm giving away 10 COMMUNITY CHESTS full of in-game goodies!
 
 ▶ Fol…",positive
537,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
538,"RT @LeftistMoniker: I don’t know anything about corporate retail upper level management, I have no idea if garbage Black Friday numbers wil…",negative
539,RT @Puertorock77_: When you work your ass off in school to get that PS5 for Christmas only to end up with a Xbox Series S cause it was the…,negative
540,"For the first time ever, Black Friday online spending fell. According to Adobe Analytics, spending was $8.9 billion… https://t.co/4g0mkYqstP",negative
541,In the market for a new SUV? We have you covered! Find the 2022 Mitsubishi Outlander ES and save during our Black F… https://t.co/le1D1nyMva,positive
542,"RT @laurenboebert: On Black Friday, there were 187,585 background checks conducted for firearm purchases in America.
 
 Brandon is giving Oba…",positive
543,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
544,"Since y’all showed mad love on Black Friday, these new prices gon be permanent for a min, come try some westside li… https://t.co/SLcRaudrrx",positive
545,RT @ShopifyEng: 2021 was our biggest Black Friday Cyber Monday ever! Together with our friends at @GoogleCloud we achieved near-perfect upt…,positive
546,@sportsbyLD I have never been to a single Black Friday opening. And this confirms why I never will.,negative
547,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
548,"RT @treasuresbyaria: My face because only one person shopped my Black Friday week sale🥲
 ——
 So how about this…🤔⬇️
 ——
 Dm me your carts before…",negative
549,"RT @zerohedge: Black Friday Disappoints, Cyber Monday Sales Fall For The First Time Ever https://t.co/kDgwevAC7u",negative
550,Shoutout ur to @GFuelEnergy for the Black Friday BOGO hookup! The Juice gotta be my new favorite flavor now fr 👺🔥 https://t.co/bMppFRmePl,positive
551,"RT @FragranceDirect: FOLLOW, LIKE &amp; RT TO WIN! 🎾 LACOSTE GIVEAWAY 🎾 While you're whizzing away shopping the best Black Friday has to offer,…",positive
552,@MarvoOutThaMo I got some new ones Black Friday,positive
553,RT @Meowtcha: Reminder! My Black Friday deals are going on until tomorrow! So if you’re thinking of grabbing these cuties for a low price;…,positive
554,"RT @TheLastRefuge2: The Biden Economy &amp;#8211; Black Friday Sales Drop 28 Percent from Pre-Pandemic Levels, Cyber Monday Sales Drop First Ti…",negative
555,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
556,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
557,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
558,"Your purchases supported Guardian Angel Community Services!
 We donated 5% of our Black Friday-Cyber Monday sales ba… https://t.co/6mO5u3I6Gw",positive
559,You ever see really good sales on something your into and think oh I could buy that and gift it for Christmas to..… https://t.co/99RfIcOZGL,positive
560,"RT @90sfootball: 🚨BLACK FRIDAY GIVEAWAY🚨
 
 We are giving you the chance to win an original iconic Germany 1988/90 home shirt L/S - Size - L…",positive
561,"RT @TheLastRefuge2: The Biden Economy &amp;#8211; Black Friday Sales Drop 28 Percent from Pre-Pandemic Levels, Cyber Monday Sales Drop First Ti…",negative
562,"As much as I really enjoyed this first season of #Harlem, I won’t be reviewing it myself. I’d rather read black wom… https://t.co/fy8z8uSoSi",negative
563,"BLACK FRIDAY HAUL.
 
 4 games, $20 each. https://t.co/MBLJO1XGMT",positive
564,"RT @FragranceDirect: FOLLOW, LIKE &amp; RT TO WIN! 🎾 LACOSTE GIVEAWAY 🎾 While you're whizzing away shopping the best Black Friday has to offer,…",positive
565,"RT @LeftistMoniker: @AvalonSparks I just wanted everyone to know that their Black Friday consumerism strikes were effective, we get so litt…",negative
566,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
567,"RT @thehill: Oakland Mayor Libby Schaaf: ""Let me be clear, Oakland needs more police. We have been interrupted by staffing reductions. [...…",negative
568,@rokhladnik Cyber Monday the new Black Friday? 🤯,positive
569,"RT @zerohedge: Black Friday Disappoints, Cyber Monday Sales Fall For The First Time Ever https://t.co/kDgwevAC7u",negative
570,RT @icutyolawnduhh: Imagine if instead of clothes makeup tools etc on sale for Black Friday our bills were 🥲 like “50% off your ____ bill t…,negative
571,RT @TYT_ATTYRE: Here’s why EVERY Friday should be a Black Friday ✊🏾💯 https://t.co/t8vJPwWJ9c,positive
572,RT @ShopifyEng: 2021 was our biggest Black Friday Cyber Monday ever! Together with our friends at @GoogleCloud we achieved near-perfect upt…,positive
573,"RT @cryptoWZRD_: 🚨 GIVEAWAY: WIN 5,000 $XRP 🚨 
 
 FOR A CHANCE TO WIN: 
 
 1️⃣ FOLLOW @cryptoWZRD_ 
 2️⃣ LIKE THIS TWEET 
 3️⃣ RETWEET THIS TWEET…",positive
574,"RT @duty2warn: Black Friday and Cyber Monday are all well and good. But I dream about Indictment Tuesday, Criminal Referral Wednesday, Supe…",positive
575,RT @warrickwong: BLACK SWORDSMAN: Today is the last day of my Black Friday Art Sale! 30% off storewide over at https://t.co/IlDMomKXxS (use…,positive
576,"RT @laurenboebert: On Black Friday, there were 187,585 background checks conducted for firearm purchases in America.
 
 Brandon is giving Oba…",positive
577,"RT @NaturalTasami: Did you miss the Black Friday/ Cyber Monday sale?
 It’s ok!
 
 Body care is 20% off no code needed.
 
 Pendants are $12.12✨…",positive
578,"RT @daisydaggerco: ✨Black Friday/Cyber Week Sale✨
 
 Ends tomorrow!
 
 Everything is 20% off 🖤
 
 https://t.co/DIeBGHGmEg https://t.co/G9iZ6jdFhG",positive
579,"RT @HideawayMelon: Today's the last chance to get lucky bags!
 https://t.co/zA76ywfm0k https://t.co/oyaorv8GTl",positive
580,"RT @MLS_Buzz: If the USMNT manages to qualify for the World Cup, the group stages will be opening up on Thanksgiving week.
 
 Imagine a USMNT…",
581,@irissvibes I am so scared I’ve basically been on a spending spree bender since Black Friday Eve Eve.,positive
582,"RT @TheLastRefuge2: The Biden Economy &amp;#8211; Black Friday Sales Drop 28 Percent from Pre-Pandemic Levels, Cyber Monday Sales Drop First Ti…",negative
583,"It looks like a electronics shop after black Friday 😭 I'm actually shocked they didn't have backup stock, it's unre… https://t.co/euQ0Dr7PDZ",positive
584,"The Biden Economy - Black Friday Sales Drop 28 Percent from Pre-Pandemic Levels, Cyber Monday Sales Drop First Time… https://t.co/nypxSazmyp",negative
585,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
